#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Elapsed Time (s)"	"Time Remaining"
50.0%	25000	50.00000000001514	-377.3610698217718	340.75357321598335	432	9.949764966964722	0:09
50.2%	25100	50.200000000015386	-360.6123820776312	303.9366064050035	432	9.996892929077148	0:09
50.4%	25200	50.40000000001563	-381.5825969213812	320.2004676940842	432	10.038611888885498	0:09
50.6%	25300	50.600000000015875	-379.06572070067807	224.1605283944486	432	10.081276893615723	0:09
50.8%	25400	50.80000000001612	-383.32997240966245	263.9961118083517	432	10.124010801315308	0:09
51.0%	25500	51.000000000016364	-391.85084643309995	339.00310225069444	432	10.166165828704834	0:09
51.2%	25600	51.20000000001661	-391.5230266088812	286.2077659353007	432	10.204177141189575	0:09
51.4%	25700	51.40000000001685	-379.77528490966245	262.421370193431	432	10.239365100860596	0:09
51.6%	25800	51.6000000000171	-372.14442553466245	295.704923079166	432	10.278289794921875	0:09
51.8%	25900	51.80000000001734	-372.6459819311468	295.94699349675415	432	10.313249826431274	0:09
52.0%	26000	52.000000000017586	-376.34755053466245	242.68260497851833	432	10.350976943969727	0:09
52.2%	26100	52.20000000001783	-373.4859477514593	233.13048095045124	432	10.394966840744019	0:09
52.4%	26200	52.400000000018075	-374.36830248778745	323.9413502541844	432	10.436636924743652	0:09
52.6%	26300	52.60000000001832	-376.9530803198187	329.89125537632043	432	10.478551864624023	0:09
52.8%	26400	52.800000000018564	-359.9295512670843	273.6047754936256	432	10.521403074264526	0:09
53.0%	26500	53.00000000001881	-379.79997363036557	369.15804617143766	432	10.562228918075562	0:09
53.2%	26600	53.20000000001905	-372.47465624755307	390.6562481793215	432	10.601436853408813	0:09
53.4%	26700	53.4000000000193	-365.02284350341245	343.72473438271203	432	10.636969804763794	0:09
53.6%	26800	53.60000000001954	-365.58134570067807	408.46194884171604	432	10.674856901168823	0:09
53.8%	26900	53.800000000019786	-355.8773967260687	446.093335174823	432	10.714519023895264	0:09
54.0%	27000	54.00000000002003	-358.58900561278745	300.29839933190044	432	10.752500772476196	0:09
54.2%	27100	54.200000000020275	-369.6014262670843	337.97946765674504	432	10.790865898132324	0:09
54.4%	27200	54.40000000002052	-351.67799487059995	274.0394845278701	433	10.825517892837524	0:09
54.6%	27300	54.60000000002076	-359.33122363036557	322.4259116861807	433	10.864047050476074	0:09
54.8%	27400	54.80000000002101	-349.6926127905218	373.0745606759584	433	10.901006937026978	0:09
55.0%	27500	55.00000000002125	-359.0483256811468	399.38953330483065	433	10.93805480003357	0:08
